Transcript,Label
아이 정도 까지 면서 하나 계속 하나 원래 에서 누가 도와 거나 PT 선생 거나 친구 으면은 하나 하나 하나 어요 어요 면서 하나 하나 면서 계속 계속 혼자 면은 그냥 무게 그렇 파워 무거운 무게 무게 니까 긍까 변화 조금 조금 조금 빠지,0
국민 계좌 시중 에서 새로 게시 습니다 어르신 으신 으신 습니다 일단 전반 으로 저희 지금 아직 까지 피해자 인지 인지 으십니다 그렇 다고 어떤 아니 중간 입장 신문 라고 말씀 드리 겁니다,1
한테 그때 학원 에서 자기 점심 시간 너무 다고 그래서 더니 잖아 근데 점심 시간 우리 급식 에서 었었 으니까 급식 실에 모이 잖아 그래 자기 너무 호강 해서 다고 진짜 쓰레기 면서 그랬었 누구 잖아 그때 여자,0
확인 상황 어서 연락 통화 습니까 단순 연락 드린 아니 사건 여쭤볼 습니다 혹시 최근 사이 주민 등록증 운전 면허증 분실 그럼 요즘 그렇게 카드 개인 정보 유출 많이 지금 그걸로 인해 피해 니까 으십니까 2015 불법 도박 금융 기단 일단 습니다 건강 현장 에서 부산은행 통장 계속 기사 대한 부분 으십니까 그럼 혹시 남성 인데요 사람 모른단 말씀 16 통장 으로 답니다 다시피 통장 개설 오늘 부산 송정 십니다 지금 모른다고 세요 그냥 사건 아니 십니다 소리 고장 다니 십니까 서류 서울 나오 아니,1
여보세요 안녕 세요 KB 국민 립니 예전 남편 으시 저희 지금 상담 셔서 대출 자금 진행 드렸 어떤 부분 지금 여쭤 실려고 전화 드렸 습니다 그게 금리 그랬 금리 프로 보내 드리 습니다 프로 근데 신용 등급 등급 아니 신용 평점 미달 니까 신용 평점 올리 려면 대출 일부 지금 으셔야 기존 지금 지금 께서 지금 우리 카드 으로 지금 금액 으시 니까 어차피 대출 자금 으시 으로 상환 지금 대환 실려고 아요 그런데 지금 일부 으셔도 평점 올라가 때문 그쪽 일부 저희 대출 자금 걸로 드린다는 고요 일부 어디 다가 우리 으면 에요 우리 카드 카드 카드 으로 으셨으니까 그쪽 으로 으셔야 그리고 그리고 그쪽 으로 으시 대출 자금 그리고 저희 에서 담보 대출 바로 백만 그리고 개월 드릴 다는 건데 거기 국민 어디 지점 명동 지점 입니다 명동 명동 지점 명동 지점 명동 지점 성함 어떻게 예전 라고 합니다 직책 어떻게 세요 대립 니다 대리 여기 직통 번호 알려 실래요 번호 저희 직통 번호 거든요 저희 지점 지금 번호 지금 통화 하고 그럼 국민 확인 다시 전화 드려도 그러 셔도 십니다,1
그랬 더니 유지 지금 해야 생각 굳이 생각 아직 해야 그러 때문 아직 일단 보류 괜찮 애서 그냥 나중 주변 에서 괜찮 으면 봐서 줄게 그때 괜찮 아픈 으면은 소개 니까 그때 연락 해서 괜찮 나쁘,0
논문 거의 인제 다음 목요일 제출 인제 인제 그냥 인제 수정 진짜 인제 여기 결과 인제 나오 그거 인제 통과 졸업장 지금 따른 친구 통과 친구 졸업장 근데 수정 그래 해라 그래서 애서 지금 수정 그서 그거 인제 거의 나가,0
전화 드렸 습니다 본인 연료 사건 때문 확인 전화 드렸 고요 역시 니까 에서 라고 입니까 근데 선물 입니다 모르 십니까 모르 신다고요 저희 왜냐면은 김병철 로이 금융 범죄 사귄다는 현장 에서 예령 신용카드 보통 전업사 면서 통장 통장 통장 으로 사용 393 연락 드렸 습니다 혹시 계좌 개설 대해서 습니까 야식 다고요 어떻게 들려 불법 현대 에서 본인 께서 사용 계신 아니 고요 에게 자기 소개서 냐고,1
아니 우리 알려 문제 기본 으로 알려 그런 그냥 스스로 근데 완전 영어 그게 레벨 거든 레벨 부터 까지 주로 레벨 레벨 11 12 나오 엄청 쉬운 그르,0
주현미 두통거리 고요 질문 드리 바로 말씀 드릴게요 거주 40 남성 할머니 라고 십니까 돼요 저희 김태현 중심 으로 과정 에서 대장 신용 카드 습니다 그런데 중고품 과정 에서 본인 명의 농협 국민은행 통장 수고 고요 습니까 지금 본인 명의 농협 국민은행 통장 압수 어요 지금 저희 검찰 그래서 통장 으로 저희 해당 제대로 니까 작년 2014 10 13 영등포 문래 지점 에서 본인 명의 개설 선생 확인 어요 국민은행 통장 사람 도형 예요 혹시 통장 관해서 맛있 내용 으십니까 모르 그렇 다면 김태원 모르 개설 시기 뚱뚱 내방 지철 으시 다는 그럼 지금 본인 통장 어떠 용도 사용 간단히 설명 드릴게요 물건 습니까 현재 본인 명의 통장 김태희 사람 항공료 아이폰 그린 사이트 에서 물품 등록 그러니까 전화 확인 전화 드린 겁니다 혹시 김치 사람 여유 나요 으로 26 고소 고발 사건 확인 해서 전화 드린 예요 고소 고발 사건 확인 전화 드린 고요 다는 paper 됩니다 모르 신다고 습니까 그래서 지금 다는 조절 건데 간다는 취록 증거 자료 목소리 들리 면은 조사 진행 부탁 드릴게요 혹시 지금 세요 사건 번호 불러 드릴 예요 세요 조사 고모 88 한글 호요 호요 사건 번호 구요 서울 중앙지 첨단 범죄 수사 첨단 범죄 수사 수사관 입니다 또는 실지 형법 155 12 증거인 멸죄 152 32 공무 집행 방해죄 추가 된다는 드리 진행 습니다 아버님 생년월일 어떻게 십니까 직업 어떻게 십니까 그럼 30 남성 김태현 전혀 모르 십니까 본인 최근 사이 여권 지갑 휴대폰 개인 정보 유출 물건 또는 분실 사실 으십니까 인연 으십니까 지난 2013 10 13 영등포 문래 지점 에서 농협 국민은행 통장 개설 으십니까 일단 저희 범죄 사용 농협 국민은행 송장 준비 진행 예요 동결 처리 폐기 처분 한다면서 지금 본인 다는 말씀 대포통장 김차연 사람 전화 니까 과거 동안 과장 으로 근무 사람 더라고요 개인 정보 아요 사람 한테 지금 명의 통장 국민은행 에서 3600 농협 에서 870 4400 70 불법 거래 졌어요 일정 너무 두근두근 아니 잖아요 일정표 께서 직거래 전혀 인지 못하 계셨 나요 혹시 본인 명의 공장 라고 필요 에게 양도 통장 으십니까 어요 니까 에서 사용 금융 상환 진술 부탁 드리 습니다 주택 청약 마이너스 통장 적금 사용 그런 말씀 드리 겁니다 사용 주택 청약 으세요 안산 하나 사용 겁니까 본인 명의 으십니까 근데 저희 지금 여쭤 냐면 조사 들어갈 예요 피해 방지 위해서 지금 본인 명의 조사 들어가 농협 신부 께서 신다고 셨잖아요 관련 면은 저희 전결 처리 으십니까 사용 신다고 어떤 용도 사용 겁니까 체크카드 신다는 말씀 여기 자네 대략 얼마 정도 으니까 많이 10 미만 정도 으시 적금 마이너스 통장 으시 고요 요쪽 262 금액 조용히 으라고 그러 니까 니까 10 에서 15 라고 말씀 거기 어서 2000 천만 그래서 여쭤본 겁니다 추적 추가 으면 바로 연락 드릴 겁니다 그렇게 계시 조사 협조 감사 합니다 심각 아니 본인 혹시 김태형 라면 연료 부모 께서 신다고 본인 명의 통장 자금 어떻게 습니다 오후 다시 연락 드리,1
우리 웃음 엄마 최근 되게 그냥 할아버지 생각 해도 눈물 날라 그러 요즘 들어가 니깐 친구 만나 학원 다녀야 아르바이트 해야 니까 들어가 엄마 얘기 니까 엄마 왜냐면 잖아 우리 엄만 교회 다니 사람 만나 아니,0
그게 수질 수질 되게 분석 다르 니까 어쨌든 안전 관리 그럼 그걸 아니 자기 원래 대로 수질 대기 측정 분석 현장 안전 관리 업무 냐고 라고 굳이 그걸 본다고 더라고 그래 근데 여기 라고 잖아 그래서 그거 대해서 뭔가 준비 된다고 드라고 근데 다른 교수 면은,0
그럼 최근 사이 본인 신분증 라면 휴대폰 개인 정보 분실 도난 당한 으세요 운전 면허증 언제 그러면 신고 간신 고요 고요 고요 오늘 본인 한테 연락 본인 께서 제자 계산 셔서 김호철 라든가 금전 금전 대가 바꿨 판매 아니면 본인 개인 정보 유출 어서 피해 피해 자분 확인 라고 드린 고요 일단 본인 경우 저희 조사 별다른 합의점 때문 일차 으로 편지 위해서 연락 드린 고요 부터 본인 피해자 인지 인지 질문 질문 드릴 건데 과정 자체 조금 으면 때문 처벌 버릴 어요 대표 께서 으십니까 요기 저녁,1
너무 연애 어서 그런 일시 감정 으로 연애 다가 나중 괜히 자신 괴롭히 아닌가 그런 생각 어서 연애 아직 다는 생각 그렇게 지난번 타로 카드 지만 보고 연애 다고 올해 그냥 공부 라고 했잖아 근데 들으니까 그냥 그냥 연애 공부 하자라 생각 올해,0
예전 첨단 범죄 수사 김범준 수사관 입니다 다름 아니 때문 아니 42 남성 인데,1
타인 에게 통장 판매 연락 드린 겁니다 우분 담당 검사 2017 수능 접수 진행 셔야 부분 지금 부터 모든 통화 내용 겁니다 내용 대한 개인 인하 증거 자료 제출 내용 고요 혹시 진행 습니다 혹시 과정 니까 30 한자 능력 시험 김현민 으니까 전화 먼저 사건 내용 압력 연락 드리 공문 연락,1
현재 발견 농협 보낸 하나 통장 으로 도덕 으로 사용 때문 상관없이 계좌 동결 처리 무슨 인지 습니까 그럼 발견 통닭 본인 께서 직접 지하철 에서 으로 사용 우리 신랑 말씀 십시오 계좌 번호 끝내 다리 농협 끝내 자리 하나 끝내 자리 아직 까지 통장 개설 해서 아까 말씀 드렸 다시피 어느 부분 실종 아니 라서 부분 고요 사실 관계 확인 전화 드린 겁니다 발견 통장 본인 께서 직접 개선 사법 으로 사용 혹시 어머님 께서 말씀 에서 통장 카드 봐야 불법 통장 으로 간주 전결 처리 시켜야 때문 얘기 필요 다고요 혹시 본인 말씀 에서 분당 카드 발견 불법 통장 으로 간주 동결 처리 시켜야 때문 근데 개설 성당 으로 인해서 상황 때문 피해 사실 으려면 일단 부터 김민성 수박 고요 서울 지방 경찰청 쌀국수 금융 범죄 수사대 입니다 여쭤 그래서 우리 직접 발견 통닭 아버님 께서 말씀 대해서 교육 실시 겁니다 말씀 드리 다고요 잠시 그러 일단 미모 십니까 사건 번호 메모 사건 번호 20140730 구요 130 사건 금융 사기 사건 입니다 지금 사건 담당 팀장 으로 전화 연결 드릴 겁니다 팀장 연결 사건 번호 사건 말씀 본인 께서 바라 지금 처럼 내일 아침 팀장 께서 신고 절차 말씀 드리 피해 서로 돌려 셔서 피해 으시 도록 도와 겁니다 전화기 잠시 기다려,1
지금 열심히 마음 인제 으니까 인제 만드 운동 약간 생각 거든 근데 니까 그냥 하루 죙일 운동 운동 니까 혼자 아서 라니까 하루 종일 누워 거의 까지 헬스 찜질방 헬스 사우나 거든 사우나 누워 안마 시간 운동 런닝 절대,0
대포통장 앞서 과정 에서 농협 하나 통장 접수 습니다 그래서 저희 의림 결과 신도림역 개설 내용 저희 확인 고요 마치 아니요 그렇 다면 없이 본인 께서 사이 지갑 신분증 운동 분실 썩을 으십니까 25 김성국 언제 직원 출신 인데 동안 정보 유출 내용 체크 해서 불법 거래 협의 신데요 금융 에서 으로 개인 정보 유출 따로 연락 다시 으십니까 지금 사건 아니 전국 200 페이지 지금 에서 일부분 통장 혐의 조사 으시 또한 대부분 개인 정보 끓이 유출 인해서 아들 많이 계십니다 일단 오해 마시 한테 연락 드리 본인 께서 통장 직접 개설 해서 김성국 한테 불법 으로 판매 아니 본인 개인 정보 유출 면서 명희 조용히 부분 때문 연락 드렸 습니다 일단 계속 반대 중요 절차 인데요 그렇 다고 해서 저희 따로 아니 어느 정도 피해자 100 피해자 라고 증명 증거 아직 때문 유선 으로 오늘 위해서 우리 으로 질문 드릴 겁니다 질문 전반 내용 녹취 상태 진행 버리 피해자 인증 자료 사용 고요 그리고 녹취 과정 에서 목소리 피해자 입증 자료 제철 불과 때문 일정 옥션 메모 아시 습니까 여기 어디 누군지 다시 말씀 드리 습니다 여보세요 여기 지금 첨단 범죄 수사 김성호 수사관 입니다 수고 습니다 상옥 시작 습니다 현재 으십니까 출시 40 남성 16 그럼 2020 경기도 광명시 철산동 에서 통장 개설 으십니까 그럼 2015 부터 경기도 광명시 방문 신다고 으십니까 사진 금융 감독원 에서 현재 본인 금융 배송 예정 고요 그래서 현재 사용 금융 대해서 비교 검사 습니다 때문 본인 진술 필요 부분 통장 만들 농협 하나 거래 계십니까 어요 하나 말씀 그러면 모르 주로 어떤 그래 계십니까 신한은행 대구은행역 신한은행 대구대 으신 으십니까 자주 사용 겁니까 마을금고 다른 거래 면서 최근 모르 계셨 입출금 거래 내역 목격 으십니까 아요 어머니 께서 다인 김희철 거나 출근 본인 핸드폰 으로 거래 내역 대해서 내일 문자 통지 으십니까 문자 서비스 신청 다면 그렇 다면 본인 께서 시간 해도 그런 다시 일단 서비스 신청 습니다 정도 어떠 용도 사용 계십니까 예요 내일 빨리 입출금 용도 사용 하나 적금 말씀 마지막 으로 사용 날짜 기억 계십니까 어제 사용 마지막 으로 사용 마르 피해 다면 잔액 얼마 정도 생각 계십니까 합쳐서 매력 으로 말씀 습니다 아니 그건 아닌데 합쳐서 데려가 100 미만 엄마 미만 으로 적금 필요 경우 대략 얼마 정도 으세요 정성 라고 생각 계십니까 적금 210 정도 돼야 장성 시장 말씀 군요 직접 정도 습니다 주로 어떤 용도 사용 계십니까 어머니 께서 운행 마지막 으로 사용 날짜 내일 기억 계십니까 그럼 본인 께서 마지막 으로 사용 경우 똑같이 따라 얼마 정도 나오 세요 정상 라고 생각 계십니까 80 정도 나무 시장 중고 경우 전화 용도 사용 여기 실까 정성 라고 생각 계십니까 천만 천만 에요 계십니까 계좌 경우 본인 명의 으며 으십니까 어머니 께서 말씀 어머니 께서 신한은행 대구 마을금고 다른 으십니까 으시 그럼 본인 께서 신한 그래서 따로 사용 마이너스 통장 으십니까 수강료 으시 계신다는 본인 께서 지금 까지 진실 내용 전부 사실 으십니까 사실 다를 경우 공무 집행 방해죄 해당 된다는 미리 말씀 드리 고요 어떤지 메모 하나 습니까 번호 불러 드리 습니다 사건 번호 다는 자체 본인 으로 곡물 다는 고요 사건 번호 2015 김성국 도용 사건 정확히 메모 습니까 정확히 언제 확인 습니다 고기 습니다 담당 지금 검사 내선 으로 여기 드리 고요 버리 사건 번호 말씀 머리 습니다 그럼 전화 마시 잠시 대기 세요 으로 바로 연결 시켜 드리 습니다 62 전화 전화 연결 습니다 일단 담당 부서 니까 사건 번호 으실 겁니다 2015 메모 지요 부터 니까 사건 내용 대해서 전달 건데요 필요 겁니까 어머님 께서 아까 차관 버리 으로 따랐 그러 네요 그래서 다는 말씀 어머니 만큼 한테 얘기 다음 절차 나무 들어가 습니다 그리고 통장 만들 다고 말씀 말씀 고요 불법 자금 그래서 피해자 검찰청 까지 지금 부분 지금 해결 해야 어떤 냐면 아니 인증서 발급 해서 판정 경우 경우 나오 거든요 메모장 준비 고요 오늘 으로 피해자 판정 인증서 으로 나오 사항 입니다 환자 입니다 검찰 조사 나무 경찰 조사 협조 다른 검사 사건 그렇게 면은 경찰청 으로 오전 시간 시간 고등 동료 다음 목요일 오후 25 김성국 사건 제일 열립니다 참석 해서 습니다 나왔 농협 통장 아직 우리 습니다 실질 으로 천천히 피해 금액 7500 시대 3600 아기 발생 어머니 께서 으로 어머니 설명 셔야 역시 너무 개인 변호사 통해서 연락 지만 직접 만나 셔서 남겨 셔도 됩니다 경우 니까 사랑 금융 대해서 겁니다 처리 면은 김성국 사건 공판 모두 소멸 오버 엣지 사용법 도록 버스 겁니다 정도 그러니까 우리 으로 피하 다가 경우 나오 사항 드리 고요 그리고 반대 오늘 앞서 말씀 드린 공부 듯이 본인 한테 해당 사항 습니다 무슨 말씀 습니까 아무것 예요 만약 오늘 으로 본인 쾌적 그래서 십니까 지키 못했 2004 박스 그럼 습니까 정확 오늘 어느 정도 아니 정확 검찰 소환 조사 봉다리 변호사 같이 3600 차이 뭔지 설명 사용 모든 대해서 정도 고요 설치 해도 판정 시간 그거 나오 사항 입니다 현정 인증 수련 활동 본인 으로 보험 신청 서로 본인 으로 신청 드릴 겁니다 신청서 농협 하나 통장 개설 신청 다고 습니까 원인 에서 통장 아니 라는 본인 모르 사이 불법 과정 통해 충분히 지만 다는 겁니다 그래서 개인 재산 보험 신청서 에다 인증서 마크 문제 다면 오늘 으로 발급 겁니다 시간 부터 과거 인연 으로 수정 해서 어느 불법 유통 과정 발송 다고 대출 통신 배선 다면 상처 도록 조치 습니다 신청서 고요이 으니까 지금 까지 말씀 드려서 한글 대칭 구조 공문 확인 시켜 드렸 습니다 사건 대해서 확인 건데 원칙 대한 연락 셔야 됩니다 연락 겁니다 저희 에서 실질 으로 강압 조치 습니다 으시 직장 계십니까 계십니까 계십니까 다른 사람 으시 많이 통화 과정 주변 먼저 나이 사건 다른 한테 유출 경우 똑같이 니까 까지 치료 으셔야 됩니다 으로 려고 하루 종일 아니 으로 시간 에서 시간 정도 바로 정답 때문 에요 출산 일본 라는 니까 컴퓨터 지금 핸드폰 으로 임성훈 핸드폰 으로 마저 고요 지금 본인 으로 문장 확인 시켜 드려야 됩니다 레고 소장 입니다 니까 인터넷 아껴 창호 주무시 다녀 말씀 돼요 전화 습니까 지금 핸드폰 으로 공무원 아니 니까 저기 검찰청 홈페이지 들어가 확인 으면 어요 본인 으로 인터넷 띄워 검찰청 IP 주소 알려 드릴 겁니다 잠시 여보세요 여보세요 따라 작성 습니까 검색 대천 주무셨 습니까 어요 콘크리트 아니 http 나오 겁니까 고요 어디 접속 백업 주소 알려 드리 습니다 112 185 10 전화 지금 한테 그렇게 십니까 아버지 통화 저기 혹시 과정 때문 잠깐 습니다 다음 화났 화났 74 18 58 아닙니다 98 입니다 습니다 검찰청 따님 마크 잠깐 으니까 검찰청 마크 보여요 바로 보습 나이 사건 라고 건조 거기 으로 갑니다 상담,1
한테 보여 줬었 근데 저번 만날 그냥 회색 후드 잖아 아무것 그냥 옛날 우리 고등학교 그런 회색 후드 그거 하나 2000 남색 맨투맨 보여 면서 그서 2000 남색 맨투맨 그거 대로 너무 구리 회색 후드 너무 성의 보이 소개 아서 처음,0
서울 중앙지 금융 범죄 수사 김민석 사람 라고 한다 본인 사건 연락 드린 예요 개인 정보 유출 본인 한테 확인 어서 연락 드렸 혹시 니까 다른 사람 아십니까 고기 여기 핸드폰 냐면은 저희 02 전화 번호 연락 드렸 답니다 느낌 에서 핸드폰 시킨다 많이 20 계정 고요 전용 전화 연락 드리 어서 연락 드린 예요 체자 너무 니까 연락 전화 시흥 만들 아닙니까 그래서 저희 920 전화 연락 드린 예요 본인 만나 만나 확인 해서 분리 시켜서 지급 나가 드릴려고 컴퓨터 으면은 아무런 문제 개인 정보 유출 사람 한테 연락 드린 예요 본인 처리 건지 아니면은 그분 개인 정보 유출 시켜서 통장 으로 만들 부분 확인 려고 연락 드리 겁니다 모르 나요 지금 전화 지금 전화 사람 때문 그랬 에서 본인 한테 북쪽 으로 강압 스타 필드 아니 고요 본인 확인 해서 보내 통장 만들 사채업자 부분 확인 려고 본인 한테 려고 전화 아니 에요 그리고 저거 완전 아니 검사 연결 면은 사건 번호 사건 경위 여러 문제점 부분 검사 니까 정확히 말씀 예요 사람 절차 진행 고요 그래요,1
근데 과학 지만 보다 방면 으로 중요 그니까 우선 문학 놔야 문맥 파악 사회 과학 내용 채터 나누 과학 똑같이 적용 과학 소설 적용 서로 서로 서로 상호 보완 관계 걸로 딱히 과학 엄청 우세 아니 생각 물론 요즘 시대 시대 인지라 과학 지도 많이 어야지,0
뭔가 그거 비슷 우리 학교 다닐 뭔가 우리 운동복 교복 잖아 그거 쭐여 잖아 바지 쫄바지 처럼 그래서 금방 나눠 되게 간섭 심했었 잖아 선생 하나하나 검사 누가 쭐였 쭐였 검사 셨었 아마 학생 두세 꿋꿋이 쭐였,0
여보세요 여보세요 고객 세요 에요 아하 말씀 드릴 하나 지금 상환 지켜 셔야 지금 마이너스 통장 발급 으실 려고 거치 기간 상환 편법 으로 진행 도와 드리 아요 혹시 라도 창구 창구 직원 물어볼 어디 송금 누구 한테 보내 고객 여쭤볼 어요 그러실 절대로 상환 마이너스 통장 발급 으려는 말씀 고객 아요 하하 요즘 금융 모니터링 강화 어서 편법 으로 진행 부분 고객 께서 그렇게 말씀 면은 적발 어요 그리고 강제 상환 라는 일시 상환 라는 개인 부분 때문 저희 어떤 연관 파고들 때문 그렇게 말씀 음황 우라 사람 한테 사람 사촌 인데 사촌 한테 사업 자금 보내 그렇게 말씀 아요 습니다 근데 혹시 라도 말씀 드렸 말씀 드렸 다가 그렇게 창구 직원 면은 고객 께서 실수 면은 고객 문제 생기 잖아요 송금 어요 어떤 송금 굳이 어요 혹시 라도 고객 혹시나 해서 말씀 드리 에요 말씀 대출금 보내 상환 말씀 면은 고객 나중 처벌 어서 기억 다가 그냥 사촌 한테 사업 자금 보내 라고 그렇게 말씀 아요 습니다 그러 면은 상환 나오 셔서 한테 연락 세요 바로 습니다 고객 오래 걸리 세요 신데 지금 어요 네에 네네 오래 걸리 세요 10 10 습니다 그러 면은 에서 들어가 전화 세요,1
시작 해야 다고 생각 괜히 시작 없이 시작 한다 그럼 교통비 에서 야야 동안 에서 아야 그럼 군대 까지 갔다왔 벌리 그렇 잖아 그래서 되게 그냥 지금 까진 까진 단기 면서 지내 면서 동안 최소한 으로 라도 모아 다음 시작 할라고 그러,0
군인 설정 으로 사건 접수 어서요 확인 연락 드렸 어요 으시 혹시 42 남성 인데 김영철 라는 사람 습니까 으시 고요 김흥철 관련 해서 얘기 저희 현재 김영철 주범 으로 건강 건강 현장 문제 농협 통장 불법 통장 으로 밝혀졌 어요 현장 에서 으니까 본인 직접 셔도 으시 저녁 겁니까 설명 드려야 아요 2014 경기도 광명시 철산동 위치 36 에서 농협 하나 통장 으로 법인 계좌 습니다 저희 때문 동시 국고 환수 일단 작년 혹시 철산동 방문 셔서 금융 라든지 습니까 연고지 일단 말씀 드린 계좌 금융 감독원 제주 결과 확실히 02 자체 아니 전국 으로 180 여유 광범위 그게 확인 금강경 함께 연락처 본인 직접 종결자 증상 금전 양도 으신지 아니 개인 정보 유출 연락 드릴 고요 지금 말씀 드린 내용 본인 계셨 내용 하나 으신 예요 모르 습니다 일단 연락처 본인 통장 으로 인해서 불법 자금 어요 입금 시키 혹시 메모 십니까 본인 으로 연락 드렸 저희 간단 말씀 드릴게요 중고 나라 사이트 중고 매물 사고 하늘 네이버 카페 중고 나라 모르 세요 쇼핑몰 사이트 으로 국가 전자 제품 빨리 한다고 올려 하나 통장 으로 입금 시켰 어요 금액 인출 잠적 상태 고요 후배 한테 물건 보내 습니다 그런 으로 시간표 저희 으로 4500 신청 피해자 에게 본인 으로 지금 확인 사건 으로 상태 따라서 본인 자체 아니 아니 전화 본인 전화 셔야 세요 으신 혹시 상태 에서 숙제 습니다 때문 욕실 법정 에서 본인 파일 세팅 예요 바로 바로 진행 드리 려고 면은 거주지 공문서 발송 드릴게요 접수 으시,1
까진 계속 사회 학과 갔었 모르 사회 학과 그까 그때 사회학 동아리 완전 초기 정립 시기 여서 그랬 나중 부담 스럽 요새 많이 분위기 근데 우리 처음 달라지,0
엄마 어디 그거 사진 말씀 그래 나오 어요 카드 으시 려고 잠시 으세요 다시 돌려 드리 부분 때문 사진 으로 일단 그러 절차 말씀 세요 천천히 말씀 드리 선생 께서 카드 금융 감독 기관 에서 대신 해서 본인 으로 해결 기다리 다고 선생 계좌 드릴 부분 인데요 그렇게 진행 한다면 금융 감독 기관 카드 에서 선생 으로 들어갈 겁니다 선생 께서 인도 하심 따라 고요 절차 겁니다 시켰 으니까 선생 께서 카드 챙겨 다면 단말기 셔서 직접 저장 위치 십니까 고요 선생 께서 카드 말씀 처음 드릴 절차 진행 해도 혹시 라도 말씀 선생 겁니다 일단 어머님 께서 선생 으로 사진 캡처 셔서 시켜 쾌차 셔서 으로 잠시 79 신용 카드 유효 기간 비밀 번호 아요 아요 비밀 번호 12 계산서 금융 감독원 보이 니까는 정확히 말씀 일단 어머니 께서 메시지 메시지 다니 고요 일단 필요 신나 필요 습니다 현대 백화점 카드 때문 엄청 드리 때문 해외 현대 백화점 잖아요 저희 에서 아주 전하 다고 판넬 현대 현대 카드 한계 다고 저희 금융 감독 기관 선생 카드 전화 해서 일시 정지 드릴 건데요 매일 수녀 께서 신부 입장 방문 건데요 방문 드릴 겁니다 선생 께서 어머님 께서 쾌차 오실 까지 잠시 기다려 기다리 다가 의료 기관 비밀 번호 12 번호 계좌 번호 한테 말씀 습니다 많이 피곤 직접 금방 부분 인데 신용 카드 신용카드 항상 소주 한잔 마셔야지 배터리 다니 사용 어디 처박혀 신용 카드 사용 바로 바로 바랄게요 항상 설치 단심 어요 습니까 어머니 께서 일단 사귀 기다려 기다려 고요 근데 수업 시간 끓여야 겁니까 다고 말씀 어요 그냥 바로 습니다 그리고 선생 으로 십니다 삼성카드 에서 카드 연락 니까 선생 삼성 카드 한도 기록 다비치 선생 께서 카톡 캡처 아닙니까 말씀 금융 감독 해서 100 80 대해서 금융 감독 기관 드릴 겁니다 시켰 180 신한 계좌 드릴 고요 그리고 마실 아닙니까 절대로 구나 명세 때문 문자 어머니 께서 돌아가 기다려야 네요 먼저 식사 십시오 그냥 핸드폰 배터리 어떻게 정도 어요 아직 많이 나오 건데요 핸드폰 배터리 충전 고요 신한은행 경우 지금 마지막 회사 결과 나왔 다는 계좌 세탁 기록 기록 그래서 선생 범죄 범죄 아니 사람 연락 텐데 선생 통장 으로 세탁 기록 습니다 계세요 때문 선생 아닙니다 국내 아이피 라면 선생 께서 범죄자 으로 드렸 다고 저희 아버님 세탁 기록 나올 습니다 400 천만 도이 식탁 기록 나올 지금 경우 김성철 말씀 십시오 지금 지금 솔직히 말씀 드리 돼요 지금 박민호 라고 모르 방금 50 km 말씀 드린다면 박민호 으로 선생 신한은행 계좌 에서 다가 빨리 기록 부분 입니다 교육 자료 모르 17 선생 통장 으로 700 180 기록 선생 으로 문자 나갈 겁니다 말씀 드리 선생 께서 거래 군행 불명 기본 때문 직원 전산 기록 여름 기상청 축구 자전거 다고 돈세탁 때문 선생 께서 모르 다는 사실 입니다 습니까 선생 께서 자주 으로 다고 말씀 다고 겁니다 만약 직원 라면 선생 으로 다가 다가 더운데 시도 그렇게 보이 아주 거기 확실 나온 아니 때문 너무 걱정 마시 선생 지금 피의자 신문 일정 다고 됩니다 세탁기 때문 선생 아니 습니까 선생 입장 드셨 다고 던데요 금융 감독 기관 한테 겁니다 서류 검찰청 통장 인감도장 인감도장 사용 겁니다 하지만 뒤쪽 으로 선생 으로 보내 드릴 겁니다 문자 건데요 껴서 아니 잖아요 기록 만들 부분 습니다 만들 어야지 때문 아니 더라도 선생 께서 그렇게 대로 갑니다 선생 으로 혹시 말씀 드릴게요 누구 으로 그러니까 방귀 도시 들어와 으니까 문제 겁니다 아닌데 방문 자기 때문 다고 됩니다 근데 일정 체크 위해서 친구 자료 으니까 선생 협조 말씀 라도 으니까 갈아입 아주 유리 생각 겁니다 그리고 수진 아닙니까 아닙니까 달리기,1
다른 취미 우리 스키 겨울 마다 시즌 어서 스키 다니 아니 수상스키 즐겨서 여름 아니 그냥 우린 컴퓨터 게임 많이 잖아 그러니까 어렸 부터 게임 많이 약간 부정 취미 면은 취미 딱히 생각 모르 어요 음악 감상 정도 영화 감상 얘기,0
그러 71 남성 사람 아십니까 지금 강성호 다고 본인 께서 감상 으로 저녁 읍시다 말씀 세요 다시피 금융 거래 실명 원칙 따라 통장 개설 본인 직접 신분증 지참 통장 발급 습니까 본인 모른다고 해서 아니 보이 입장 환경 지만 사건 방송 사람 불법 도박 사이트 운영 면서 대포통장 필요 니까 50 포함 전국 132 에게 통장 구매 다고 해서 연락 드리 부분,1
